_id;author_details;title;isbn;description;genre
49;Poe, Edgar Allan|Poe, Edgar A.;Tutti I Racconti Del Mistero, Dell'incubo E Del Terrore;9788879831604;"Tutte le opere di Poe presenti in questa raccolta possiedono la stessa caratteristica. Sono un labirinto, una pianta carnivora che non abbandona più la preda, il lettore che, anche solo per caso, si lasci attirare dal primo rigo, non può più tirarsi indietro ed è costretto a proseguire. In questo volume è raccolta la migliore produzione di Poe, da ""Ligeia"" a ""La mascherata della Morte Rossa. I delitti della via Morgue. La scarabeo d'oro"". In questi racconti l'analisi e il ragionamento si fondono con l'immaginazione visionaria, creando capolavori indimenticabili nei quali il macabro s'allea col delitto, l'incubo con la follia, l'amore con la morte.";Fiction / Short Stories (single author)
50;Jodorowsky, Alejandro;Albina E Il Popolo Dei Cani;9788807840562;"Farsa etnica e favola filosofica, il libro è il racconto indiavolato di fatti meravigliosi e terrificanti avviluppato intorno a uno scontro titanico e barbarico fra ""buoni"" e ""cattivi"" dove il bene finisce con il trionfare. I sortilegi si possono sconfiggere, dice lo scrittore. Oltre che direttore di teatro, Jodorowsky è autore di pantomime e pièce teatrali, di romanzi e libri di fumetti, ma la sua notorietà è dovuta soprattutto ai suoi film, dei quali ricordiamo ""Il paese incantato"", dall'omonima opera di Arrabal, ""El Topo"", ""La montagna sacra"" e ""Santa sangre-Sangue";Fiction / General
51;Bentivegna, Rosario|De Simone, Cesare;Operazione Via Rasella: Verità E Menzogne : [i Protagonisti Raccontano];9788835941712;Il libro attraverso il racconto di uno dei protagonisti, intente ristabilire la verità su un capitolo doloroso della storia del nostro paese;Guerra, Resistenza e Storia Del PCI
52;Denezhkina, Irina|Caramitti, Mario|Denezkina, Irina;Dammi! Song For Lovers;9788806165048;Una ragazza della periferia russa scrive <em>Dammi! Song for Lovers</em>, e diventa famosa in pochi mesi. I critici si dividono: per alcuni è una nipotina di Hemingway e Salinger, per altri esprime solo il «degrado giovanile». Protagonisti sono gli «under 21» della immensa Russia, sfuggiti a qualsiasi tentativo di esplorazione, cosí diversi e al tempo stesso cosí simili ai loro coetanei occidentali. Amore, musica, droga, sesso, esami, e un sacco di botte. E la guerra in Cecenia. La Denezkina scrive le loro storie con un linguaggio fresco e tagliente, tra il gergale e l'osceno, e un'innocenza venata di nichilismo. Con ironia e intelligenza, senza un solo giudizio né un grido di protesta, la giovanissima scrittrice ci porta nei sobborghi popolati di barboni e alcolizzati, nelle stanzette stipate in caseggiati per mille appartamentini, nei pub dove scorre acida birra russa. Un mondo con l'incubo perenne della Cecenia - che produce invalidi di mente e di corpo -, ma anche intriso di musica, sesso e amore.;Fiction / General
53;Calvino, Italo;La Nuvola Di Smog - La Formica Argentina;9788804409113;"A Nuvem de smog é um conto continuamente tentado a tornar-se outra coisa qualquer: ensaio sociológico ou diário íntimo. Imagem e ideograma do mundo que temos de enfrentar é o smog, a névoa fumegante e carregada dos detritos químicos das cidades industriais. Este volume inclui, também, um conto alguns anos anterior e muito diferente. I&gt;A Formiga Argentina, que o autor quis juntar a A Nuvem de Smog por uma afinidade estrutural e moral. Aqui, o ""mal de vivre"" vem da natureza: as formigas que infestam a Riviera.";Literary Collections / General
54;Calvino, Italo;Palomar;9788804379904;"«Rileggendo il tutto, m'accorgo che la storia di <em>Palomar</em> si può riassumere in due frasi: ""Un uomo si mette in marcia per raggiungere, passo a passo, la saggezza. Non è ancora arrivato"".»<br>(Dalla presentazione scritta da Calvino nel 1983)";Fiction / General
55;Calvino, Italo;Se Una Notte D'inverno Un Viaggiatore;9788804482000;"Un viaggiatore, una piccola stazione, una valigia da consegnare a una misteriosa persona... Da questa premessa si possono snodare innumerevoli vicende, ma sono dieci quelle che l'autore propone in questo sorprendente e godibilissimo romanzo.<br>""E' un romanzo sul piacere di leggere romanzi: protagonista è il lettore, che per dieci volte cominica a leggere un libro che per vicissitudini estranee alla sua volontà non riesce a finire. Ho dovuto dunque scrivere l'inizio di dieci romanzi d'autori immaginari, tutti in qualche modo diversi da me e diversi tra loro.""<br>(Italo Calvino)";Fiction / General
56;Calvino, Italo;Prima Che Tu Dica «pronto»;9788804409342;"""Faccio racconti di partigiani, di contadini, di contrabbandieri in cui partigiani, contadini, contrabbandieri non sono che pretesti a storie piene di colore, d'accorgimenti narrativi e d'acutezze psicologiche: in fondo non studio che me stesso, non cerco che di esprimere me stesso, non cerco di rappresentare che dei simboli di me stesso nei personaggi e nelle immagini e nella lingua e nella tecnica narrativa. Non sono in fin dei conti che uno dei vecchi scrittori individualisti che però s'esteriorizza in 'simboli' d'interesse attuale e collettivo"". (Italo Calvino)";Fiction / Short Stories (single author)
57;Calvino, Italo;Marcovaldo Ovvero le Stagioni in Città;9788804370567;"""L'amore per la natura di Marcovaldo è quello che può nascere solo in un uomo di città: per questo non possiamo sapere nulla d'una sua provenienza extracittadina; questo estraneo alla città è il cittadino per eccellenza"". <br>(Dalla presentazione di Calvino all'edizione del 1966)<br>Venti novelle che seguono una classica struttura narrativa: quella delle storielle e vignette dei giornalini per l'infanzia.";
58;Calvino, Italo;La Speculazione Edilizia;9788804390282;Un intellettuale disgustato dalla società e scontento del suo destino cerca di'fare i soldi' dandosi agli affari, ma sarà una scelta sbagliata. Un romanzo amaro e spietato di grande attualità.;Fiction / Short Stories (single author)
59;Calvino, Italo;Le Città Invisibili;9788804425540;Città reali scomposte e trasformate in chiave onirica, e città simboliche e surreali che diventano archetipi moderni in un testo narrativo che raggiunge i vertici della poeticità.;Fiction / General
60;Lyon, David;La Società Sorvegliata. Tecnologie Di Controllo Della Vita Quotidiana;9788807103377;"La sorveglianza è ormai una categoria sociale. La diffusione della pratica di raccolta dei dati personali e del loro stoccaggio in banche dati sempre più capillari consente, secondo l'autore, ai governi e alle industrie che ne richiedano l'accesso un monitoraggio di intere categorie di lavoratori e cittadini. Dall'invasione della privacy, già denunciata in ""L'occhio elettronico. Privacy e filosofia della sorveglianza"", si è oggi arrivati secondo Lyon alle soglie di una vera e propria ""gabbia elettronica"" che ci imprigiona dalla culla alla tomba. Con una prefazione di Stefano Rodotà.";Science / Philosophy & Social Aspects
61;Chomsky, Noam;Capire Il Potere;9788843803934;"""Capire il potere"" raccoglie per la prima volta gli interventi fondamentali di Noam Chomsky, considerato tra i più importanti pensatori del nostro tempo, da trent'anni impegnato nella riflessione sul passato, il presente e il futuro della politica di potere. Gli argomenti trattati in questi interventi spaziano dalla politica estera statunitense alla crisi del welfare state con l'amministrazione Clinton, analizzano le connessioni tra la spinta imperialista verso l'esterno e le ripercussioni negative sulla società americana, toccano i temi dell'attivismo politico e del ruolo dei media. Affrontano questioni di politica internazionale, dalla crisi mediorientale all'emergere di nuove potenze, come l'India e la Cina.";Reference / Research
62;AA.VV, ;Dizionario Dei Sinonimi E Contrari;9788881731374;;
63;Workers, Clash City;Dove Sono I Nostri. Lavoro, Classe E Movimenti Nell'italia Della Crisi;9788898811052;;
64;Benjamin, Walter|Castoldi, Alberto|Selz, Jean|Backhaus, Giorgio;Sull'hascisch;9788806141158;"Tra il 1928 e il 1933 Walter Benjamin decide di redigere i verbali delle proprie esperienze con l'hascisch per documentare gli effetti. Non si tratta però di un involuzione solitaria, ma di esperimenti pianificati e documantati con intenzioni quasi scientifiche. Tra Ibiza e Marsiglia, in compagnia di alcuni amici, vengono così registrati gli effetti della droga: tutti materiali che avrebbero dovuto costruire ""un libro estremamente importante sull'hascisch"" (come Benjamin confida in una lettera a Gershom Scholem), ma di cui non si fece mai nulla, e che furono poi ricomposti da Jean Selz. Sull'hascisch è la testimonianza di una profonda esperienza artistica il cui fine non è l'amplificazione di una realtà supersensibile - come per De Quincey, Baudelaire, Huxley, Benn, Burroughs - ma la ricerca di uno stile.";
65;Queneau, Raymond|Eco, Umberto;Esercizi Di Stile;9788806158828;"Un episodio di vita quotidiana, di sconcertante banalità, e novantanove variazioni sul tema, in cui la storia viene ridetta mettendo alla prova tutte le figure retoriche, i diversi generi letterari (dall'epico al drammatico, dal racconto gotico alla lirica giapponese), giocando con sostituzioni lessicali, frantumando la sintassi, permutando l'ordine delle lettere alfabetiche... Un effetto comico travolgente, che già si è prestato a realizzazioni teatrali, ma al tempo stesso un esperimento sulle possibilità del linguaggio che può essere usato, come già è avvenuto, per fini didattici.<br>""Questi gli esercizi di stile di Raymond Queneau, che per anni mi hanno tentato come traduttore, perché erano ritenuti intraducibili, legati come sono al ""genio"" specifico della lingua francese. Non si trattava di tradurre, almeno nel senso corrente del termine, ma di capire le regole di gioco che Queneau si era poste, e quindi giocare la stessa partita con un'altra lingua. Magari, come ho fatto, azzardando qualche mossa in più, dato che Queneau aveva aperto la strada e non restava che continuare, e andar oltre, nello stesso spirito.<br>A tranquillizzare il lettore (e per non sottrargli il gusto del testo originale) questa edizione si presenta come traduzione con testo a fronte. Omaggio, umile e devoto, a un grande artificiere che ci insegna a muoverci nella lingua come in una polveriera. E per artificiere si intende Maestro dell'Artificio.<br>Umberto Eco";Fiction / General
66;Grandi, Aldo;La Generazione Degli Anni Perduti;9788806164171;"Il volume raccoglie le ""confessioni"" di chi, in questi ultimi trent'anni e nonostante i numerosi processi, non aveva mai accettato di raccontare la propria militanza politica, anche per evidenti motivi di carattere giudiziario. I protagonisti, tanti e tutti militanti a tempo pieno, hanno accettato di guardarsi dentro e di ripercorrere quegli anni, senza revisionismi e senno di poi, convinti che non tutto sia da condannare o, peggio ancora, da buttare: ci furono un modo di innamorarsi, di diventare amici, di credere e di sperare, di fare politica, di essere antagonisti che non necessariamente coincisero con la lotta armata e le sue successive degenerazioni.";Political Science / Political Freedom
67;Burroughs, William S.|Cavagnoli, Franca;Pasto Nudo;9788845916434;"Con questo romanzo William Burroughs rivelò di essere - nelle parole di Norman Mailer - ""l'unico romanziere americano viventea cui si possa plausibilmente attribuire genio"". Qui per la prima volta, in anni (era il 1959) in cui questi temi e queste realtà venivano generalmente schivati, Burroughs ci offre il racconto allucinato dell'inferno di un tossico. Lacerato tra la necessità impellente della ""roba"" e il richiamo molesto della carne, braccato da poliziotti e spiacciatori, Lee, il suo Doppio, trascorre le giornate in sordidi luoghi pervasi dai miasmi del corpo e dalle fobie della mente. Scavando nelle proprie ferite con l'acume della paranoia e un'acrobatica inventiva stilistica, Burroughs tratteggia, sfrontato e perentorio, un ritratto dell'America all'acido fenico, un ritratto cui la vita quotidiana - oltre che il cinema e la letteratura dell'orrore - ha tentato con gli anni di adeguarsi. L'America di Burroughs è schiava dell'""algebra del bisogno"", dominata ada una inveterata forma di ""dipendenza"" che affonda le radici nei tessuti di corpi fantasmatici e nelle cellule di cervelli in sfacelo. Pasto nudo è la prima mappa di questa nuova terra in continua espansione.";Fiction / General
68;Moreau, J.;L'hachisch;;;
69;Hardt, Michael|Negri, Antonio;Impero;9788817869522;Il mondo sorto dopo il crollo del blocco sovietico è il mondo del libero mercato che ha travolto le frontiere dei vecchi Stati-nazione. La sovranità è passata a una nuova entità, l'Impero, a cui partecipano i vertici degli Stati Uniti e il G8, agenzie militari come la Nato, gli organismi di controllo dei flussi finanziari come la Banca mondiale o il Fondo monetario, e infine le multinazionali che organizzano la produzione e la distribuzione dei beni. L'Impero vuole porsi come fonte della pace e della giustizia. Ma porta dentro di sé gli stessi elementi che potrebbero condurlo alla rovina: la moltitudine degli individui che nelle opportunità offerte dalla globalizzazione possono trovare gli spazi per una rivoluzione dell'ordine mondiale.;Political Science / Globalization
